city,state,zipcode,bedrooms,bathrooms,price,yearBuilt,lotSize,livingArea,daysOnZillow,monthlyHoaFee,latitude,longitude,homeType,streetAddress,zestimate,propertyTaxRate,bedrooms_missing,bathrooms_missing,yearBuilt_missing,livingArea_missing,price_per_sqft
Chevy Chase,MD,20815,6.0,5.0,2555655,2024.0,9278.752391886721,344.0,66,0.0,38.97465,-77.090195,SINGLE_FAMILY,"Plainview Plan, PCI - 20815",2473300.0,0.81,0,0,0,0,7429.229651162791
Bethesda,MD,20817,5.0,5.0,3664666,2024.0,9278.752391886721,343.0,24,0.0,38.980145,-77.11481,SINGLE_FAMILY,"Park Plan, PCI -20016",3573700.0,0.81,0,0,0,0,10684.157434402332
Bethesda,MD,20817,4.0,5.0,1699000,1989.0,7443.0,3365.0,5,429.0,38.98873,-77.18949,SINGLE_FAMILY,7809 Orchard Gate Ct,1739700.0,0.81,0,0,0,0,504.9034175334324
Chevy Chase,MD,20815,5.0,5.0,2804554,2024.0,9278.752391886721,35.0,64,0.0,38.97465,-77.090195,SINGLE_FAMILY,"Upland Plan, PCI - 20815",2726500.0,0.81,0,0,0,0,80130.11428571428
Bethesda,MD,20817,6.0,8.0,3450000,2024.0,12400.0,6426.0,35,0.0,38.98094,-77.11686,SINGLE_FAMILY,5801 Lenox Rd,,0.81,0,0,0,0,536.8814192343605
Chevy Chase,MD,20815,5.0,5.0,2804554,2024.0,9278.752391886721,35.0,64,0.0,38.97465,-77.090195,SINGLE_FAMILY,"Upland Plan, PCI - 20815",2726500.0,0.81,0,0,0,0,80130.11428571428
Bethesda,MD,20814,4.0,5.0,2689987,2024.0,9278.752391886721,850.0,20,0.0,38.99006,-77.11541,SINGLE_FAMILY,"Halbert Plan, PCI - 20814",2637600.0,0.81,0,0,0,0,3164.690588235294
Bethesda,MD,20814,6.0,7.0,2821986,2024.0,9278.752391886721,5500.0,43,0.0,38.99006,-77.11541,SINGLE_FAMILY,"Oliver Plan, PCI - 20814",2721800.0,0.81,0,0,0,0,513.0883636363636
Bethesda,MD,20817,5.0,6.0,2440995,2024.0,9278.752391886721,5074.0,28,0.0,39.01698,-77.144646,SINGLE_FAMILY,"Kalorama Plan, Amalyn - The Maison Collection",2380700.0,0.81,0,0,0,0,481.07903035080807
Bethesda,MD,20814,5.0,6.0,2399655,2024.0,9278.752391886721,32.0,52,0.0,38.99006,-77.11541,SINGLE_FAMILY,"Westport Plan, PCI - 20814",2336100.0,0.81,0,0,0,0,74989.21875
Kensington,MD,20895,5.0,4.0,1595000,2024.0,6500.0,3650.0,81,0.0,39.01943,-77.07384,SINGLE_FAMILY,10003 Kensington Pkwy,,0.81,0,0,0,0,436.986301369863
Bethesda,MD,20814,2.0,3.0,3800436,2024.0,9278.752391886721,400.0,72,0.0,38.99006,-77.11541,SINGLE_FAMILY,"Windsor Plan, PCI - 20814",,0.81,0,0,0,0,9501.09
Bethesda,MD,20816,5.0,4.0,2816565,2024.0,9278.752391886721,362.0,0,0.0,38.959015,-77.12165,SINGLE_FAMILY,"Hopewood Plan, PCI - 20816",,0.81,0,0,0,0,7780.566298342542
Bethesda,MD,20816,6.0,7.0,2321986,2024.0,9278.752391886721,5500.0,48,0.0,38.959015,-77.12165,SINGLE_FAMILY,"Oliver Plan, PCI - 20816",2238100.0,0.81,0,0,0,0,422.17927272727275
Bethesda,MD,20814,2.0,3.0,4937436,2024.0,9278.752391886721,400.0,72,0.0,38.99006,-77.11541,SINGLE_FAMILY,"Windsor Plan, PCI - 20814",,0.81,0,0,0,0,12343.59
Chevy Chase,MD,20815,6.0,7.0,5500000,2024.0,11288.0,6948.0,224,0.0,38.97815,-77.08267,SINGLE_FAMILY,4119 Rosemary St,5141900.0,0.81,0,0,0,0,791.594703511802
Bethesda,MD,20817,5.0,5.0,1749000,2024.0,5163.0,3293.0,117,0.0,39.02085,-77.13082,SINGLE_FAMILY,6417 Lone Oak Dr,1684400.0,0.81,0,0,0,0,531.1266322502278
Chevy Chase,MD,20815,5.0,4.0,2785098,2024.0,9278.752391886721,32.0,61,0.0,38.97465,-77.090195,SINGLE_FAMILY,"Kreeger Plan, PCI - 20815",2710700.0,0.81,0,0,0,0,87034.3125
Bethesda,MD,20816,5.0,4.0,2785098,2024.0,9278.752391886721,32.0,59,0.0,38.959015,-77.12165,SINGLE_FAMILY,"Kreeger Plan, PCI - 20816",2705100.0,0.81,0,0,0,0,87034.3125
Williamstown,NJ,08094,3.0,3.0,199000,1971.0,785386.0,1452.0,29,0.0,39.063915,-77.075905,LOT,0 Broad Ln,,0.81,0,0,0,0,137.05234159779613
Bethesda,MD,20814,5.0,5.0,2199982,2024.0,9278.752391886721,420.0,67,0.0,38.99006,-77.11541,SINGLE_FAMILY,"Ariel Plan, PCI - 20814",2130500.0,0.81,0,0,0,0,5238.052380952381
Chevy Chase,MD,20815,5.0,5.0,2895094,2024.0,9278.752391886721,43.0,51,0.0,38.97465,-77.090195,SINGLE_FAMILY,"Hawthorne - 5210 Andover Road Plan, PCI - 20815",2820200.0,0.81,0,0,0,0,67327.76744186046
Chevy Chase,MD,20815,4.0,5.0,2677866,2024.0,9278.752391886721,43.0,51,0.0,38.97465,-77.090195,SINGLE_FAMILY,"Andover B - 5210 Andover Road Plan, PCI - 20815",2612300.0,0.81,0,0,0,0,62275.95348837209
Chevy Chase,MD,20815,4.0,4.0,2281986,2024.0,9278.752391886721,350.0,57,0.0,38.97465,-77.090195,SINGLE_FAMILY,"Salem - 4506 Cortland Drive Plan, PCI - 20815",2225300.0,0.81,0,0,0,0,6519.96
Chevy Chase,MD,20815,6.0,6.0,3599000,2024.0,8104.0,6500.0,98,0.0,38.96552,-77.09556,SINGLE_FAMILY,5528 Trent St,3416700.0,0.81,0,0,0,0,553.6923076923077
Chevy Chase,MD,20815,5.0,6.0,4399999,2024.0,9278.752391886721,3400.0,65,0.0,38.97465,-77.090195,SINGLE_FAMILY,"5200 D Murray Road Plan, PCI - 20815",4226400.0,0.81,0,0,0,0,1294.1173529411765
Bethesda,MD,20816,5.0,5.0,2293655,2024.0,9278.752391886721,32.0,32,0.0,38.959015,-77.12165,SINGLE_FAMILY,"Rockmere Plan, PCI - 20816",2253500.0,0.81,0,0,0,0,71676.71875
Bethesda,MD,20814,4.0,5.0,2229984,2024.0,9278.752391886721,3503.0,66,0.0,38.99006,-77.11541,SINGLE_FAMILY,"Davidson G Plan, PCI - 20814",2150600.0,0.81,0,0,0,0,636.5926348843848
Bethesda,MD,20814,5.0,4.0,2785098,2024.0,9278.752391886721,32.0,61,0.0,38.99006,-77.11541,SINGLE_FAMILY,"Kreeger Plan, PCI - 20814",2703000.0,0.81,0,0,0,0,87034.3125
Bethesda,MD,20816,5.0,4.0,2760000,2024.0,9278.752391886721,481.0,63,0.0,38.959015,-77.12165,SINGLE_FAMILY,"B Brookview Plan, PCI - 20816",,0.81,0,0,0,0,5738.045738045738
Bethesda,MD,20817,5.0,5.0,3843655,2024.0,9278.752391886721,32.0,73,0.0,38.980145,-77.11481,SINGLE_FAMILY,"Rockmere Plan, PCI -20016",3700100.0,0.81,0,0,0,0,120114.21875
Rockville,MD,20850,2.0,3.0,749000,1971.0,9278.752391886721,1193.0,21,750.0,39.08293,-77.153786,CONDO,22 W Jefferson St #304,729700.0,0.81,0,0,0,0,627.8290025146689
Bethesda,MD,20817,4.0,5.0,1864995,2024.0,9278.752391886721,3950.0,31,0.0,39.018517,-77.140785,SINGLE_FAMILY,"Chatwal Plan, Amalyn - The Moderne Collection",1828400.0,0.81,0,0,0,0,472.1506329113924
Potomac,MD,20854,5.0,5.0,1400000,2024.0,9278.752391886721,2875.0,6,200.0,39.0628,-77.15857,TOWNHOUSE,"The Edinburgh Plan, Northside",1409000.0,0.81,0,0,0,0,486.95652173913044
Chevy Chase,MD,20815,5.0,5.0,2586555,2024.0,9278.752391886721,245.0,39,0.0,38.97465,-77.090195,SINGLE_FAMILY,"Pine Plan, PCI - 20815",2526800.0,0.81,0,0,0,0,10557.367346938776
Bethesda,MD,20817,4.0,4.0,1665995,2024.0,9278.752391886721,3482.0,10,0.0,39.018017,-77.14129,SINGLE_FAMILY,"Fenn Plan, Amalyn - The Nouveau Collection",1679700.0,0.81,0,0,0,0,478.4592188397473
Bethesda,MD,20817,5.0,5.0,2883655,2024.0,9278.752391886721,32.0,65,0.0,39.04403,-77.130455,SINGLE_FAMILY,"Rockmere Plan, PCI - 20852",2793900.0,0.81,0,0,0,0,90114.21875
Chevy Chase,MD,20815,5.0,5.0,2651986,2024.0,9278.752391886721,354.0,55,0.0,38.97465,-77.090195,SINGLE_FAMILY,"Merrimac Plan, PCI - 20815",2579100.0,0.81,0,0,0,0,7491.485875706215
Chevy Chase,MD,20815,6.0,6.0,2885000,2024.0,9278.752391886721,5500.0,18,0.0,38.97465,-77.090195,SINGLE_FAMILY,"Volta Siding & Brick Plan, PCI - 20815",2813400.0,0.81,0,0,0,0,524.5454545454545
Bethesda,MD,20817,5.0,5.0,2999000,2024.0,9467.0,5623.0,35,0.0,38.99073,-77.1203,SINGLE_FAMILY,5909 Aberdeen Rd,2895400.0,0.81,0,0,0,0,533.3451894006758
Bethesda,MD,20817,6.0,7.0,4295000,2024.0,19602.0,9291.0,98,0.0,38.97378,-77.12995,SINGLE_FAMILY,6402 Winston Dr,,0.81,0,0,0,0,462.27532020234634
Rockville,MD,20852,3.0,3.0,1750000,1971.0,20598.0,1452.0,36,0.0,39.03993,-77.11236,LOT,5506 Edson Ln,,0.81,0,0,0,0,1205.2341597796144
Bethesda,MD,20817,5.0,5.0,2436555,2024.0,9278.752391886721,2450.0,42,0.0,39.04403,-77.130455,SINGLE_FAMILY,"Pine Plan, PCI - 20852",2362700.0,0.81,0,0,0,0,994.5122448979591
Rockville,MD,20851,3.0,3.0,364900,1971.0,10120.0,1452.0,146,0.0,39.08164,-77.13683,LOT,907 Maple Ave,,0.81,0,0,0,0,251.30853994490357
Chevy Chase,MD,20815,5.0,5.0,2295066,2024.0,9278.752391886721,43.0,62,0.0,38.97465,-77.090195,SINGLE_FAMILY,"Sage Plan, PCI - 20815",2238300.0,0.81,0,0,0,0,53373.62790697674
Bethesda,MD,20817,5.0,5.0,2254666,2024.0,9278.752391886721,343.0,37,0.0,39.04403,-77.130455,SINGLE_FAMILY,"Park Plan, PCI - 20852",2202300.0,0.81,0,0,0,0,6573.37026239067
Chevy Chase,MD,20815,5.0,6.0,2850000,2024.0,9278.752391886721,500.0,65,0.0,38.97465,-77.090195,SINGLE_FAMILY,"M Moorland Plan, PCI - 20815",,0.81,0,0,0,0,5700.0
Bethesda,MD,20814,5.0,5.0,2883655,2024.0,9278.752391886721,32.0,35,0.0,38.99006,-77.11541,SINGLE_FAMILY,"Rockmere Plan, PCI - 20814",2818700.0,0.81,0,0,0,0,90114.21875
Bethesda,MD,20817,4.0,4.0,1748995,2024.0,9278.752391886721,4162.0,56,0.0,39.018017,-77.14129,SINGLE_FAMILY,"Odeon Plan, Amalyn - The Nouveau Collection",1706600.0,0.81,0,0,0,0,420.22945699183083
Chevy Chase,MD,20815,5.0,5.0,2754666,2024.0,9278.752391886721,1343.0,46,0.0,38.97465,-77.090195,SINGLE_FAMILY,"Park Plan, PCI - 20815",2677200.0,0.81,0,0,0,0,2051.1288160833956
Bethesda,MD,20817,5.0,7.0,2489900,2024.0,9278.752391886721,6941.0,62,380.0,39.01821,-77.14427,SINGLE_FAMILY,"Aspen Plan, Amalyn Harmony Collection",2390500.0,0.81,0,0,0,0,358.7235268693272
Bethesda,MD,20817,3.0,4.0,1703995,2024.0,9278.752391886721,3882.0,72,0.0,39.018017,-77.14129,SINGLE_FAMILY,"Florin Plan, Amalyn - The Nouveau Collection",1658100.0,0.81,0,0,0,0,438.9477073673364
Kensington,MD,20895,5.0,5.0,1899000,2024.0,6325.0,4663.0,8,0.0,39.02569,-77.08366,SINGLE_FAMILY,10402 Vogel Pl,1889000.0,0.81,0,0,0,0,407.24855243405534
Bethesda,MD,20817,3.0,3.0,999999,1971.0,23140.0,1452.0,35,0.0,39.02226,-77.15872,LOT,7724 Bells Mill Rd,,0.81,0,0,0,0,688.7045454545455
Potomac,MD,20854,4.0,3.0,1599900,2024.0,1080.0,3470.0,108,200.0,39.06236,-77.1578,TOWNHOUSE,1101 Fortune Terrace The Nottingham #103,1551900.0,0.81,0,0,0,0,461.0662824207493
Mc Lean,VA,22101,6.0,8.0,4095000,2013.0,42400.0,7869.0,119,0.0,38.95822,-77.19047,SINGLE_FAMILY,7108 Benjamin St,3819500.0,0.98,0,0,0,0,520.3964925657644
Chevy Chase,MD,20815,5.0,7.0,3995000,2023.0,8876.0,5875.0,87,0.0,38.97874,-77.06888,SINGLE_FAMILY,3417 Cummings Ln,3838900.0,0.81,0,0,0,0,680.0
Bethesda,MD,20814,6.0,6.0,2689984,2024.0,9278.752391886721,3000.0,72,0.0,38.99006,-77.11541,SINGLE_FAMILY,"Wrightson Plan, PCI - 20814",2573700.0,0.81,0,0,0,0,896.6613333333333
Potomac,MD,20854,4.0,5.0,1382650,2024.0,760.0,2350.0,47,200.0,39.06232,-77.15922,TOWNHOUSE,1101 Fortune Terrace The Cambridge LOT 36,1350500.0,0.81,0,0,0,0,588.3617021276596
Chevy Chase,MD,20815,5.0,5.0,2787444,2024.0,9278.752391886721,43.0,57,0.0,38.97465,-77.090195,SINGLE_FAMILY,"Appleton S - 4812 Chevy Chase Blvd. Plan, PCI - 20815",2713600.0,0.81,0,0,0,0,64824.27906976744
North Bethesda,MD,20852,3.0,2.0,1195900,2024.0,9278.752391886721,2695.0,14,250.0,39.051853,-77.12624,TOWNHOUSE,"Sterling Plan, Northpark Towns",1181300.0,0.81,0,0,0,0,443.74768089053805
Bethesda,MD,20817,3.0,3.0,1325000,1971.0,106286.0,1452.0,121,0.0,38.97999,-77.20048,LOT,7009 Natelli Woods Ln,,0.81,0,0,0,0,912.534435261708
Bethesda,MD,20816,5.0,4.0,2759984,2024.0,9278.752391886721,350.0,50,0.0,38.959015,-77.12165,SINGLE_FAMILY,"Battery Park Plan, PCI - 20816",2680200.0,0.81,0,0,0,0,7885.668571428571
Chevy Chase,MD,20815,5.0,5.0,2799654,2024.0,9278.752391886721,54.0,6,0.0,38.97465,-77.090195,SINGLE_FAMILY,"V Volta Plan, PCI - 20815",,0.81,0,0,0,0,51845.444444444445
Potomac,MD,20854,4.0,3.0,1439900,2024.0,912.0,2840.0,108,200.0,39.062344,-77.157776,TOWNHOUSE,1101 Fortune Terrace The Edinburgh,1399200.0,0.81,0,0,0,0,507.00704225352115
Rockville,MD,20854,4.0,4.0,1698000,1984.0,87120.0,3950.0,41,0.0,38.97992,-77.20402,SINGLE_FAMILY,7005 Loch Edin Ct,1752600.0,0.81,0,0,0,0,429.873417721519
Bethesda,MD,20814,3.0,5.0,4200000,2003.0,9278.752391886721,4565.0,51,4519.0,38.98359,-77.09669,CONDO,4821 Montgomery Ln APT 1002,,0.81,0,0,0,0,920.0438116100767
Potomac,MD,20854,3.0,3.0,2000000,1971.0,52272.0,1452.0,69,0.0,39.00941,-77.19555,LOT,River Rd LOT 1,,0.81,0,0,0,0,1377.4104683195592
Bethesda,MD,20816,5.0,5.0,2191986,2024.0,9278.752391886721,3254.0,61,0.0,38.959015,-77.12165,SINGLE_FAMILY,"Merrimac Plan, PCI - 20816",2116600.0,0.81,0,0,0,0,673.6281499692686
North Bethesda,MD,20852,2.0,2.0,535000,2001.0,9278.752391886721,1333.0,9,612.0,39.05032,-77.113304,CONDO,11710 Old Georgetown Rd APT 1524,538200.0,0.81,0,0,0,0,401.3503375843961
Bethesda,MD,20817,6.0,7.0,3899788,2024.0,9278.752391886721,456.0,54,0.0,38.980145,-77.11481,SINGLE_FAMILY,"Warner Plan, PCI -20016",3738900.0,0.81,0,0,0,0,8552.166666666666
Potomac,MD,20854,3.0,4.0,1244655,2024.0,760.0,2350.0,47,200.0,39.06232,-77.15922,TOWNHOUSE,1101 Fortune Terrace The Cambridge LOT 32,1219600.0,0.81,0,0,0,0,529.6404255319148
Bethesda,MD,20816,5.0,4.0,2464982,2024.0,9278.752391886721,250.0,56,0.0,38.959015,-77.12165,SINGLE_FAMILY,"Rolston Plan, PCI - 20816",2396000.0,0.81,0,0,0,0,9859.928
Chevy Chase,MD,20815,2.0,3.0,1625000,2022.0,9278.752391886721,1565.0,104,2097.0,38.99591,-77.07691,CONDO,8551 Connecticut Ave #603,1567800.0,0.81,0,0,0,0,1038.338658146965
Bethesda,MD,20817,4.0,5.0,1864995,1971.0,7188.0,3950.0,83,380.0,39.01436,-77.13959,SINGLE_FAMILY,6917 Renita Ln,1781700.0,0.81,0,0,0,0,472.1506329113924
Bethesda,MD,20817,5.0,5.0,3698999,2024.0,9278.752391886721,340.0,10,0.0,38.980145,-77.11481,SINGLE_FAMILY,"Nevis Plan, PCI -20016",3691800.0,0.81,0,0,0,0,10879.408823529411
Chevy Chase,MD,20815,5.0,4.0,2358788,2024.0,9278.752391886721,300.0,14,0.0,38.97465,-77.090195,SINGLE_FAMILY,"Rosemont Contemporary Plan, PCI - 20815",2347800.0,0.81,0,0,0,0,7862.626666666667
Bethesda,MD,20814,5.0,5.0,2476998,2024.0,9278.752391886721,54.0,52,0.0,38.99006,-77.11541,SINGLE_FAMILY,"Glenrose Plan, PCI - 20814",2411000.0,0.81,0,0,0,0,45870.333333333336
Chevy Chase,MD,20815,5.0,5.0,2221986,2024.0,9278.752391886721,365.0,25,0.0,38.97465,-77.090195,SINGLE_FAMILY,"Multi-Plan, PCI - 20815",2187100.0,0.81,0,0,0,0,6087.632876712329
Rockville,MD,20850,3.0,3.0,757000,1971.0,35544.0,1452.0,5,0.0,39.06522,-77.20099,LOT,9710 Overlea Dr,,0.81,0,0,0,0,521.3498622589532
Silver Spring,MD,20906,4.0,4.0,799000,2015.0,7560.0,3166.0,62,0.0,39.07047,-77.07556,SINGLE_FAMILY,13013 Connecticut Ave,779700.0,0.81,0,0,0,0,252.3689197725837
North Bethesda,MD,20852,1.0,1.0,335000,2001.0,9278.752391886721,786.0,4,380.0,39.05029,-77.11334,CONDO,11710 Old Georgetown Rd APT 121,,0.81,0,0,0,0,426.2086513994911
Bethesda,MD,20814,1.0,2.0,499997,1985.0,9278.752391886721,883.0,21,535.0,38.99123,-77.10229,CONDO,8910 Battery Pl #6,481700.0,0.81,0,0,0,0,566.2480181200453
Rockville,MD,20852,3.0,2.0,569900,1960.0,7945.0,1680.0,4,0.0,39.03974,-77.09041,SINGLE_FAMILY,11207 Schuylkill Rd,582300.0,0.81,0,0,0,0,339.2261904761905
Silver Spring,MD,20906,5.0,2.0,550000,1955.0,9278.752391886721,1826.0,12,0.0,39.06703,-77.07628,CONDO,12806 Atherton Dr,560200.0,0.0,0,0,0,0,301.2048192771084
Bethesda,MD,20814,2.0,2.0,748000,2003.0,9278.752391886721,1188.0,20,925.0,38.983143,-77.09829,CONDO,7405 Arlington Rd APT 103,735100.0,0.81,0,0,0,0,629.6296296296297
Bethesda,MD,20816,5.0,6.0,2888819,2024.0,7350.0,6620.0,0,0.0,38.97177,-77.13947,SINGLE_FAMILY,6815 Barr Rd,2904600.0,0.81,0,0,0,0,436.3774924471299
Bethesda,MD,20814,5.0,5.0,2459988,2024.0,9278.752391886721,432.0,47,0.0,38.99006,-77.11541,SINGLE_FAMILY,"Cardiff Plan, PCI - 20814",2388500.0,0.81,0,0,0,0,5694.416666666667
Bethesda,MD,20816,5.0,5.0,2538599,2024.0,9278.752391886721,43.0,57,0.0,38.959015,-77.12165,SINGLE_FAMILY,"Yuma - 4922 Earlston Drive Plan, PCI - 20816",2468800.0,0.81,0,0,0,0,59037.186046511626
Bethesda,MD,20814,4.0,3.0,1650000,2006.0,8420.0,4148.0,32,0.0,39.0175,-77.11829,SINGLE_FAMILY,5902 Jarvis Ln,,0.81,0,0,0,0,397.78206364513017
Bethesda,MD,20814,6.0,7.0,2344982,2024.0,9278.752391886721,621.0,44,0.0,38.99006,-77.11541,SINGLE_FAMILY,"Rolston M Plan, PCI - 20814",2274800.0,0.81,0,0,0,0,3776.1384863123994
Chevy Chase,MD,20815,6.0,7.0,2877744,2024.0,9278.752391886721,550.0,41,0.0,38.97465,-77.090195,SINGLE_FAMILY,"Oliver Plan, PCI - 20815",2791200.0,0.81,0,0,0,0,5232.261818181818
Chevy Chase,MD,20815,5.0,6.0,3475000,1971.0,10081.0,5455.0,61,0.0,38.974476,-77.06985,SINGLE_FAMILY,204 Oxford St,3321400.0,0.81,0,0,0,0,637.0302474793767
Bethesda,MD,20814,1.0,1.0,195000,1973.0,9278.752391886721,981.0,64,1147.0,39.01525,-77.10661,CONDO,5225 Pooks Hill Rd APT 611N,180100.0,0.0,0,0,0,0,198.77675840978594
Chevy Chase,MD,20815,2.0,2.0,505000,1968.0,9278.752391886721,1288.0,91,1197.0,38.96295,-77.08984,CONDO,5500 Friendship Blvd APT 1116N,485100.0,0.81,0,0,0,0,392.0807453416149
Bethesda,MD,20816,5.0,5.0,2689755,2024.0,9278.752391886721,43.0,38,0.0,38.959015,-77.12165,SINGLE_FAMILY,"Harlan Plan, PCI - 20816",2628300.0,0.81,0,0,0,0,62552.441860465115
Bethesda,MD,20814,6.0,6.0,2495000,2016.0,14150.0,6058.0,49,0.0,38.98724,-77.115,SINGLE_FAMILY,5723 Bradley Blvd,2380100.0,0.81,0,0,0,0,411.8520964014526
Bethesda,MD,20816,5.0,6.0,2700000,2024.0,6865.0,5489.0,2,0.0,38.95857,-77.12777,SINGLE_FAMILY,5135 Wissioming Rd,2700200.0,0.81,0,0,0,0,491.89287666241574
Bethesda,MD,20817,5.0,5.0,2271986,2024.0,9278.752391886721,421.0,19,0.0,39.04403,-77.130455,SINGLE_FAMILY,"Macon Plan, PCI - 20852",2236400.0,0.81,0,0,0,0,5396.641330166271
Chevy Chase,MD,20815,2.0,3.0,1649900,2022.0,9278.752391886721,1782.0,34,2377.0,38.99591,-77.07691,CONDO,8551 Connecticut Ave APT 302,1611600.0,0.81,0,0,0,0,925.8698092031425
Bethesda,MD,20817,6.0,7.0,2241772,2024.0,11009.0,10.0,61,0.0,38.98705,-77.13398,SINGLE_FAMILY,6605 Wilson Ln,2263200.0,0.81,0,0,0,0,224177.2
Bethesda,MD,20814,4.0,3.0,2244982,2024.0,9278.752391886721,280.0,61,0.0,38.99006,-77.11541,SINGLE_FAMILY,"Glenwood Plan, PCI - 20814",2182400.0,0.81,0,0,0,0,8017.792857142857
Bethesda,MD,20814,6.0,6.0,2721986,2024.0,9278.752391886721,5000.0,69,0.0,38.99006,-77.11541,SINGLE_FAMILY,"Garfield Plan, PCI - 20814",2609200.0,0.81,0,0,0,0,544.3972
Bethesda,MD,20814,6.0,6.0,1990000,2008.0,14941.0,6982.0,11,0.0,39.01956,-77.11921,SINGLE_FAMILY,5904 Lone Oak Dr,1986500.0,0.81,0,0,0,0,285.0186193067889
Bethesda,MD,20817,6.0,5.0,3855655,2024.0,9278.752391886721,344.0,72,0.0,38.980145,-77.11481,SINGLE_FAMILY,"Plainview Plan, PCI -20016",3687300.0,0.81,0,0,0,0,11208.29941860465
Bethesda,MD,20814,6.0,5.0,2195000,2023.0,13600.0,4864.0,70,0.0,39.01993,-77.12083,SINGLE_FAMILY,5917 Lone Oak Dr,2113500.0,0.81,0,0,0,0,451.27467105263156
Bethesda,MD,20816,6.0,6.0,2699984,2024.0,9278.752391886721,3000.0,5,0.0,38.959015,-77.12165,SINGLE_FAMILY,"Wrightson Plan, PCI - 20816",2708200.0,0.81,0,0,0,0,899.9946666666667
Bethesda,MD,20817,6.0,7.0,2099000,2024.0,6300.0,4505.0,61,0.0,39.01302,-77.12059,SINGLE_FAMILY,5917 Ryland Dr,2027000.0,0.81,0,0,0,0,465.92674805771367
Chevy Chase,MD,20815,3.0,2.0,750000,1968.0,9278.752391886721,1643.0,279,1408.0,38.96296,-77.08984,CONDO,4515 Willard Ave APT 503,713500.0,0.81,0,0,0,0,456.4820450395618
Alexandria,VA,22314,2.0,2.0,749900,2008.0,9278.752391886721,1157.0,33,764.0,38.81033,-77.05047,CONDO,1111 Oronoco St UNIT 335,,0.97,0,0,0,0,648.1417458945549
Chevy Chase,MD,20815,6.0,6.0,4950000,2024.0,10376.0,7542.0,40,0.0,38.96963,-77.09689,SINGLE_FAMILY,4815 Cumberland Ave,1839700.0,0.81,0,0,0,0,656.3245823389021
Arlington,VA,22207,5.0,5.0,2125000,2017.0,7500.0,4557.0,5,0.0,38.91026,-77.1346,SINGLE_FAMILY,4836 33rd Rd N,2122900.0,0.91,0,0,0,0,466.3155584814571
Bethesda,MD,20814,4.0,6.0,2900000,2000.0,6510.0,3894.0,28,0.0,38.98105,-77.10292,SINGLE_FAMILY,7102 Exeter Rd,,0.81,0,0,0,0,744.7354904982024
Potomac,MD,20854,4.0,5.0,1698000,2005.0,2155.0,3636.0,41,261.0,39.05999,-77.15962,TOWNHOUSE,7813 Cadbury Ave,1649100.0,0.81,0,0,0,0,466.996699669967
Bethesda,MD,20814,1.0,1.0,425000,1989.0,9278.752391886721,724.0,55,527.0,38.98407,-77.0966,CONDO,7500 Woodmont Ave #S1112,,0.81,0,0,0,0,587.0165745856353
Bethesda,MD,20814,5.0,8.0,7800000,2024.0,20202.0,7882.0,36,0.0,38.98625,-77.10987,SINGLE_FAMILY,7527 Hampden Ln,7392000.0,0.81,0,0,0,0,989.5965490992133
Bethesda,MD,20814,5.0,5.0,3244982,2024.0,9278.752391886721,5655.0,41,0.0,38.99006,-77.11541,SINGLE_FAMILY,"Birkhaven Plan, PCI - 20814",3135300.0,0.81,0,0,0,0,573.8252873563218
Chevy Chase,MD,20815,2.0,2.0,749000,1982.0,9278.752391886721,1310.0,12,1024.0,38.96328,-77.09043,CONDO,4550 N Park Ave APT 614,738600.0,0.81,0,0,0,0,571.7557251908397
Rockville,MD,20852,1.0,1.0,299000,1986.0,9278.752391886721,904.0,41,625.0,39.0235,-77.10474,CONDO,10101 Grosvenor Pl APT 208,288700.0,0.81,0,0,0,0,330.75221238938053
Chevy Chase,MD,20815,5.0,4.0,2238444,2024.0,9278.752391886721,546.0,7,0.0,38.97465,-77.090195,SINGLE_FAMILY,"Pelham Plan, PCI - 20815",2258500.0,0.81,0,0,0,0,4099.714285714285
Bethesda,MD,20817,6.0,8.0,3375000,2024.0,20037.0,6396.0,79,0.0,38.98622,-77.14598,SINGLE_FAMILY,7207 Selkirk Dr,1787200.0,0.81,0,0,0,0,527.6735459662289
Bethesda,MD,20817,6.0,6.0,2659984,2024.0,9278.752391886721,6232.0,60,0.0,39.04403,-77.130455,SINGLE_FAMILY,"Iroquois Plan, PCI - 20852",2548000.0,0.81,0,0,0,0,426.82670089858794
Rockville,MD,20852,2.0,2.0,520000,2007.0,9278.752391886721,1236.0,19,906.0,39.05691,-77.11729,CONDO,5750 Bou Ave UNIT 605,,0.81,0,0,0,0,420.7119741100324
Bethesda,MD,20817,4.0,5.0,1942995,2024.0,9278.752391886721,4475.0,54,0.0,39.018517,-77.140785,SINGLE_FAMILY,"Deca Plan, Amalyn - The Moderne Collection",1889800.0,0.81,0,0,0,0,434.18882681564247
Arlington,VA,22203,5.0,4.0,1195000,1966.0,7110.0,2500.0,1,0.0,38.87179,-77.13379,SINGLE_FAMILY,511 N Manchester St,1244000.0,0.91,0,0,0,0,478.0
Bethesda,MD,20817,4.0,4.0,2200000,2020.0,1226.0,3371.0,97,572.0,38.99582,-77.16703,TOWNHOUSE,8215 River Rd,2112100.0,0.81,0,0,0,0,652.6253337288639
North Bethesda,MD,20852,1.0,1.0,330000,1999.0,9278.752391886721,732.0,37,597.0,39.04991,-77.11242,CONDO,11750 Old Georgetown Rd APT 2420,320700.0,0.81,0,0,0,0,450.8196721311475
